review_id,equation_id,issue,source_location,machine_proposal,unresolved_question,status
REVPDF-1a64bc9d47f7dde3,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-a837b5dee25d:page 10,γP λ,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-221271e9432c022e,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-a837b5dee25d:page 10,"ν,γ [(bP λ","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-906055fcfa83594f,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-a837b5dee25d:page 10,"ν,γ − 1)−1 + 1]K","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-8d138d596075fd3a,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-a837b5dee25d:page 10,=K λ,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-1a64bc9d47f7dde3,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-a837b5dee25d:page 10,γP λ,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-a111450c0b081d2b,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-a837b5dee25d:page 10,"ν,γ (bP λ","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-0c51e7a40a65b7db,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-a837b5dee25d:page 10,"ν,γ − 1)−1bP λ","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-746842758b93cc0b,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-a837b5dee25d:page 10,"ν,γ K","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-d11d86fd6d0b56ba,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-a837b5dee25d:page 10,(2.7) ( S −λ′)−1 − (T −λ′)−1,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-390acb1498d6061e,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-a837b5dee25d:page 10,"= (1 + (λ′ −λ)(T −λ′)−1)((S −λ)−1 − (T −λ)−1)(1 + (λ′ −λ)(S −λ′)−1),","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-e1437274df809d74,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 3,"II(X,Y ) = πνN","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-17a8eafc70842107,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 3,( ¯∇dF0(X)dF0(Y ),"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-ad3a3efb4465a5a0,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 3,", X,Y ∈ Γ(TN ),","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-4eadec2c0e355734,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 3,"∂t (x,t ) = H(x,t ), (x,t ) ∈N × (0,T )","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-fb8c8462f888921b,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 3,"F (x, 0) = F0(x), x ∈N.","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-2009d7e255521ac5,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 3,"¯∇X ¯∇YZ − ¯∇Y ¯∇XZ − ¯∇[X,Y ]Z, for X,Y,Z ∈ Γ(TM ). Moreover the Ricci","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-9b453c44971d9e59,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 3,Proposition 2.2. The mean curvature form αH satisﬁes,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-5490ac4238badffb,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 3,dαH =F ∗,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-a5865d2c301bea3a,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 3,0 (¯ρ).,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-bac1b9efd126d676,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 3,0 (LH ¯ω ) = F ∗,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-973ce8078f7afa6b,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 3,0 (d (H ⌟ ¯ω )) +F ∗,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-fab193bcbc54346c,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 3,0 (H ⌟ d¯ω ) = F ∗,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-a5865d2c301bea3a,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 3,0 (¯ρ).,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-9f980dd5380a1209,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 4,"Deﬁnition 3.1. Ann-dimensional K¨ ahler manifold(M,J, ¯ω, ¯g) is called almost","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-41a91acab78b3528,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 4,¯ρ =λ ¯ω +nddcψ,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-10d1806309edc875,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 4,K =H −nπνN,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-373e1394f1481653,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 4,( ¯∇ψ,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-b8504bd9c302237d,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 4,0 (LK ¯ω ) = dαH +nF ∗,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-1955b3a94594dfe4,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 4,0 (d (dψ ◦J)) = F ∗,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-609759f29536afa2,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 4,0 (¯ρ −nddcψ ) = λF ∗,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-46f5c91c0f08d236,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 4,0 (¯ω ) = 0.,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-601e51b782d9fe66,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 4,"∂t (x,t ) = K(x,t ), (x,t ) ∈L × (0,T )","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-2d52979b9bfcd60c,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 4,"F (x, 0) = F0(x), x ∈L,","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-d1220e74a92102e6,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,"∂x i (·,t )","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-74fe5e48ddddd9ad,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,"¯g (Nei,Ne j). Moreover we set hijk =h(ei,e j,e k) = −¯g","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-2bcb55e8fe47929f,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,"Nei, ¯∇ejek","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-3eda741a024bfd4f,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,"Lagrangian. We also denote ¯Rklji = ¯R(ek,e l,e j,N (ei)). The following formula","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-eccce32b64969b07,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∇lhkij − ∇khlij = ¯Rklji,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-1ae42f29f3800474,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,+ ∇j∇iωlk +ω m,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-289e94436844f69d,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,i ¯Rkljm +ω m,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-8e3b39cb3452c93c,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,+ω m,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-703c7e6900f6f428,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,l Rjkim +ηmnω s,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-a5563dfc4daa71b3,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,dtωij = (dαK)ij,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-147af06d9f5fc38d,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,dtgij = −2ηmn(αH )mhnij + 2ndψ (IIij).,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-653b9c3e6c3734c8,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,dtωij = d,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-a8eb661939aa57a6,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,dt ¯ωαβ,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-f8d1149764f30283,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂Fα,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-49f714db69e35cff,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂xi,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-946701af1630975e,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂Fβ,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-4f06e163f6d95b2b,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂xj,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-904690032b01304f,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,= ¯ωαβ,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-4590a21f1db1e027,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,{ ∂,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-49f714db69e35cff,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂xi,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-f8d1149764f30283,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂Fα,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-946701af1630975e,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂Fβ,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-a0e90bf393bae091,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂xj + ∂Fα,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-49f714db69e35cff,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂xi,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-4f06e163f6d95b2b,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂xj,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-946701af1630975e,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂Fβ,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-904690032b01304f,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,= ¯ωαβ,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-eb5e30e6de80626f,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,{ ∂Kα,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-49f714db69e35cff,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂xi,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-946701af1630975e,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂Fβ,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-a0e90bf393bae091,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂xj + ∂Fα,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-49f714db69e35cff,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂xi,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-2cc1a03781105a00,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂Kβ,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-4f06e163f6d95b2b,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂xj,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-a3a8446306a66239,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,= ¯ω,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-8a367045281fa27c,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,( ∂K,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-ed2cde227bfb7734,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,"∂xi, ∂F","pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
REVPDF-4f06e163f6d95b2b,,PDF_TEXT_CANDIDATE_NOT_STRUCTURED,SRC-ARXIV-b58e77da930e:page 5,∂xj,"pypdf text extraction found a math-symbol-dense line; no reliable LaTeX/MathML recovery is possible from rendered PDF text alone, so this is NOT promoted to an equation record -- human review or a higher-quality source representation is required before this can be extracted as a structured equation (brief section VII).",UNRESOLVED
